id,gene,chr,fpos,tpos,strand,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50
cg00003590,Gene974,3,7047476,7047476,-,0.44,0.15,0.75,0.05,0.41,0.83,0.23,0.43,0.05,0.37,0.41,0.47,NA,0.51,0.73,0.44,0.17,0.29,0.49,0.95,0.64,0.36,0.6,0.79,0.21,0.64,0.42,1.0,0.12,0.64,0.38,0.86,0.21,0.83,0.79,0.48,0.7,0.66,0.17,0.27,0.37,0.89,0.79,0.36,0.01,0.34,0.98,0.65,0.92,0.62
cg00003591,Gene4610,6,82580498,82580498,+,0.02,0.32,0.0,0.0,0.34,0.27,0.04,0.14,0.3,0.87,0.66,0.19,0.23,0.77,0.38,0.62,0.43,0.85,0.8,0.81,0.21,0.75,0.24,0.83,0.92,0.32,NA,0.5,0.84,0.33,0.7,0.61,0.43,0.94,0.02,0.76,0.58,0.7,0.92,0.96,0.81,0.49,0.55,0.39,0.18,0.85,NA,0.29,0.86,NA
cg00003592,Gene4455,X,43275629,43275629,-,0.1,0.35,0.27,0.5,0.55,0.74,0.62,0.65,0.31,0.92,0.19,0.66,0.52,0.51,0.52,0.74,0.95,0.76,0.95,0.62,NA,0.29,0.28,0.6,0.57,0.83,0.38,0.97,0.99,0.58,0.63,0.43,0.25,0.75,0.6,0.09,0.84,0.47,0.68,0.34,0.44,0.59,0.3,0.19,0.61,NA,0.43,0.67,0.24,0.94
cg00003593,Gene2110,1,21399759,21399759,+,0.94,0.99,0.36,0.28,0.07,0.38,0.51,0.6,0.68,0.05,0.82,0.81,0.78,0.21,0.93,0.92,0.69,0.23,0.48,0.46,0.08,0.25,0.67,NA,0.56,0.13,0.17,0.94,0.61,0.96,0.42,0.46,0.93,0.4,0.87,0.45,0.56,0.27,0.82,0.39,0.83,0.77,0.4,0.91,0.77,0.37,0.64,0.15,0.15,0.28
cg00003594,Gene566,15,23160280,23160280,-,0.93,0.6,0.02,0.14,0.96,0.73,0.72,0.11,0.45,0.45,0.37,0.62,0.52,0.62,0.8,0.78,0.5,0.24,0.52,0.68,0.26,0.45,0.51,0.09,0.51,0.38,0.82,0.48,0.38,0.05,0.62,0.52,0.44,0.4,0.95,0.71,0.77,0.27,0.41,0.41,NA,0.07,0.5,0.07,0.24,0.94,0.02,0.12,0.26,0.31
cg00003595,Gene3022,5,37771614,37771614,+,0.74,0.47,0.73,0.35,0.93,0.36,0.15,0.33,0.78,0.47,0.65,0.87,0.49,0.35,0.93,0.05,0.24,0.77,0.31,0.13,0.78,0.18,0.37,0.7,0.15,0.34,0.85,0.18,0.54,0.56,0.07,0.99,0.12,0.89,0.69,0.54,0.3,0.35,0.56,0.75,0.64,0.76,0.85,0.55,0.63,0.98,0.15,0.07,0.35,0.48
cg00003596,Gene2532,Y,70686990,70686990,+,0.1,0.29,0.33,0.88,0.73,NA,0.54,0.65,0.47,0.88,0.27,0.38,0.41,0.21,0.2,0.47,0.38,0.89,0.44,0.27,0.78,0.33,0.63,0.3,0.43,NA,0.02,0.01,0.31,0.72,0.73,0.98,0.78,0.38,0.39,0.02,0.0,0.35,0.4,0.06,NA,1.0,0.17,0.34,0.21,0.65,0.04,0.57,0.03,0.82
cg00003597,Gene1808,1,67576368,67576368,-,0.91,0.39,0.66,0.68,0.72,0.86,0.76,0.6,0.33,0.72,NA,NA,0.41,0.43,0.49,NA,0.18,0.37,0.76,0.38,0.74,0.66,0.35,0.94,0.89,0.42,0.72,0.69,0.35,0.64,0.16,0.54,0.63,0.31,0.37,0.99,0.23,0.95,0.4,0.94,0.49,0.75,NA,0.41,0.9,NA,0.88,0.99,0.85,0.37
cg00003598,Gene1169,16,91813123,91813123,-,0.3,0.23,0.62,0.4,0.13,0.98,0.88,0.95,0.27,0.52,0.6,0.82,0.58,NA,0.85,0.39,0.99,0.89,0.29,0.44,0.3,0.99,0.52,0.75,NA,0.61,0.17,0.32,0.58,0.55,0.97,0.17,0.47,0.55,0.2,0.64,0.2,0.77,0.96,NA,0.45,0.47,0.16,0.45,0.05,0.05,0.83,0.55,0.6,0.73
cg00003599,Gene2409,7,61728919,61728919,-,NA,0.26,0.49,0.9,0.13,0.62,0.11,0.58,0.82,0.8,0.17,1.0,0.32,0.02,0.93,0.93,0.49,0.22,0.21,0.66,0.34,0.53,0.43,0.73,0.66,0.15,0.41,0.1,0.63,0.59,0.5,0.18,0.36,0.52,0.89,0.55,0.6,0.82,0.82,0.25,0.95,0.56,0.32,0.89,0.59,0.26,0.55,0.3,0.49,0.69
cg00003600,Gene2644,16,41241795,41241795,+,0.38,0.59,0.2,0.61,0.46,0.15,0.39,0.01,1.0,0.23,0.71,0.35,0.82,0.43,0.4,0.91,0.3,0.1,0.85,0.05,0.41,0.77,0.2,0.36,0.25,0.58,0.81,NA,0.68,0.65,0.47,0.08,0.48,0.34,0.08,0.59,0.89,0.08,0.84,0.27,0.88,0.61,0.68,0.79,0.36,0.96,0.57,0.74,0.36,0.35
cg00003601,Gene1861,X,80163127,80163127,+,0.91,0.44,0.34,0.63,0.9,0.39,0.57,0.97,0.73,0.93,0.49,0.17,0.2,0.08,0.15,0.45,0.36,0.46,0.9,0.98,0.21,0.15,0.75,0.94,0.91,0.95,0.73,0.24,0.58,0.43,0.02,0.72,0.56,0.96,0.03,0.92,0.28,0.01,0.78,0.6,0.89,0.99,0.27,0.99,0.31,0.21,0.89,0.48,0.92,0.58
cg00003602,Gene1907,22,73642108,73642108,-,0.71,0.19,0.06,0.4,0.34,0.64,0.05,0.22,0.82,0.25,0.38,0.72,0.04,0.03,0.78,0.61,0.67,0.32,NA,0.11,0.04,0.94,0.02,0.69,NA,0.85,0.82,0.75,0.1,0.82,0.69,0.84,0.31,0.36,0.23,0.02,0.35,0.37,0.01,0.84,0.09,0.64,0.41,0.33,0.48,0.61,0.19,0.46,0.84,0.68
cg00003603,Gene1485,16,45653930,45653930,+,0.0,0.13,0.2,0.86,0.68,0.33,0.37,NA,0.84,0.52,0.42,0.45,0.85,0.25,0.45,0.57,0.89,0.06,0.41,0.61,0.72,0.23,0.25,0.08,0.76,0.62,0.19,0.57,0.13,0.44,0.66,0.44,0.25,0.69,0.89,0.42,0.04,0.95,0.49,NA,0.37,0.46,0.91,0.32,0.66,0.18,0.96,0.91,0.0,0.71
cg00003604,Gene3233,2,89222269,89222269,-,0.72,0.66,0.3,0.92,0.66,0.6,0.55,0.84,0.68,0.17,0.41,0.45,0.44,0.93,0.93,0.67,0.22,0.7,0.17,0.29,0.37,0.65,0.38,0.04,0.7,0.17,0.93,0.73,0.25,0.96,0.36,0.07,0.91,0.82,0.24,0.26,0.27,0.06,0.19,0.63,0.62,0.25,0.76,0.0,0.5,0.52,0.06,0.18,NA,0.1
cg00003605,Gene1784,14,71435048,71435048,+,0.25,0.74,0.38,0.37,0.32,0.44,0.13,0.8,1.0,0.71,0.97,0.33,0.3,0.62,0.75,0.22,0.46,0.09,0.3,0.84,0.52,0.01,0.54,0.63,0.97,0.19,0.09,0.59,0.4,0.46,0.92,0.1,0.25,0.64,0.93,0.35,0.26,0.64,0.12,0.84,0.17,0.29,0.49,0.44,NA,0.21,0.77,0.77,0.23,0.16
cg00003606,Gene1638,21,46000046,46000046,+,0.52,0.62,0.24,0.38,0.45,0.53,0.91,0.57,0.4,0.79,0.6,0.25,0.11,0.55,0.41,0.99,0.47,NA,0.23,0.97,NA,0.38,0.26,0.76,0.24,0.54,0.22,0.56,0.92,0.55,0.73,0.47,0.28,0.6,0.52,0.73,0.18,0.45,0.36,0.04,0.46,0.8,0.4,1.0,0.01,0.12,0.88,0.97,0.59,0.33
cg00003607,Gene202,6,64902653,64902653,+,NA,0.76,0.44,0.11,NA,0.12,0.51,0.36,0.53,0.58,0.99,0.98,0.98,0.44,0.77,0.57,NA,0.34,0.01,0.38,0.88,0.01,0.59,0.34,0.08,0.18,0.31,0.05,0.42,0.6,0.59,0.84,0.79,0.95,0.45,0.7,0.84,NA,0.52,0.5,0.66,0.36,0.12,0.89,0.71,0.11,0.73,0.09,0.14,0.52
cg00003608,Gene1523,13,23164160,23164160,-,NA,0.59,0.62,0.77,0.22,0.77,0.2,0.53,0.25,0.8,0.04,0.6,0.03,0.23,0.18,0.15,0.52,0.25,0.91,0.51,0.96,0.96,0.54,0.51,0.9,0.81,0.18,0.45,0.37,0.24,0.5,0.42,0.64,0.29,0.23,0.01,0.41,0.41,0.92,0.65,0.25,0.07,0.86,0.66,0.99,0.94,0.99,0.79,0.53,0.18
cg00003609,Gene2191,14,86075750,86075750,-,0.99,NA,NA,0.64,0.43,0.74,0.75,0.86,0.64,0.28,0.59,0.5,NA,0.63,0.26,0.72,0.61,0.2,0.35,0.64,0.86,0.88,0.52,0.6,0.86,0.79,NA,0.8,0.18,0.07,0.18,0.58,0.76,0.19,0.29,0.99,0.08,0.68,0.51,0.17,0.86,0.31,0.51,0.64,0.78,0.32,0.54,0.43,0.65,0.19
cg00003610,Gene3556,19,41232822,41232822,+,0.19,0.43,0.9,0.9,0.7,0.82,0.87,0.42,0.76,0.24,0.29,0.48,0.79,0.62,0.82,0.91,0.46,0.67,0.05,NA,0.77,0.49,0.48,0.75,0.8,0.4,NA,0.48,0.7,0.78,0.1,0.47,0.31,0.39,0.64,0.94,0.87,0.38,0.07,0.94,0.23,0.7,0.98,0.72,0.69,0.57,0.71,0.69,0.9,0.49
cg00003611,Gene4821,20,58718306,58718306,+,0.92,0.26,0.31,0.48,0.04,0.69,NA,0.5,NA,0.12,0.13,0.43,0.18,0.0,0.54,0.67,0.32,0.07,0.3,0.86,0.45,0.84,0.94,0.57,0.78,0.68,0.48,0.23,0.05,0.04,0.14,0.83,0.01,0.92,0.29,0.31,0.06,0.66,0.64,0.63,0.47,0.89,0.88,0.97,0.02,0.91,0.1,0.87,0.62,0.93
cg00003612,Gene1384,6,57171490,57171490,-,0.51,0.4,0.85,0.68,0.53,0.84,0.21,0.5,0.08,0.87,0.29,0.19,0.74,0.6,0.37,0.28,0.59,0.72,0.35,0.78,0.32,0.25,0.46,0.83,0.32,0.83,0.18,0.53,0.9,0.1,NA,0.72,0.64,0.31,0.45,0.11,0.09,0.5,0.64,0.23,0.42,0.55,0.15,0.01,0.38,0.06,0.4,0.5,0.82,0.23
cg00003613,Gene2362,4,15435852,15435852,+,0.06,0.42,NA,0.44,0.66,0.77,0.21,0.34,0.59,0.76,0.7,0.1,0.5,0.86,0.65,0.42,0.14,0.68,0.1,0.76,0.91,0.44,0.6,0.02,0.44,0.21,0.56,0.94,0.37,0.86,0.89,0.18,0.73,0.5,0.84,0.37,0.39,0.68,0.9,0.12,NA,0.72,0.32,0.66,0.07,0.84,0.37,0.4,0.66,0.88
cg00003614,Gene454,18,17720158,17720158,+,0.2,0.32,0.77,0.64,0.59,0.31,0.98,0.78,0.05,0.75,0.92,0.71,0.59,0.73,0.97,NA,0.74,0.79,0.58,0.59,0.83,0.01,0.56,0.68,0.5,NA,0.03,0.32,0.13,0.6,0.16,0.18,0.27,0.58,0.69,0.41,0.69,0.74,0.06,0.97,0.6,0.19,0.33,0.93,0.14,0.24,0.3,0.51,0.7,0.16
cg00003615,Gene3446,Y,53112493,53112493,-,0.02,0.49,0.0,0.97,0.54,0.27,0.03,0.18,0.37,0.52,0.57,0.8,0.83,0.1,0.1,0.54,0.02,0.64,0.89,0.62,0.63,0.1,0.28,NA,0.34,NA,0.58,0.39,0.9,0.5,0.12,0.92,0.97,0.51,0.5,0.43,0.44,0.08,0.9,0.84,0.76,NA,0.7,0.29,0.08,0.24,0.86,0.39,0.92,0.16
cg00003616,Gene1282,19,32729866,32729866,+,0.37,0.43,0.42,0.51,0.5,0.36,0.49,0.45,0.99,0.4,0.72,0.5,0.82,0.52,0.02,0.81,0.1,0.45,0.45,0.39,0.29,0.74,0.07,0.29,NA,0.83,0.2,0.76,0.45,0.92,0.16,0.44,0.89,0.83,0.8,0.22,0.56,0.44,0.74,0.45,0.63,0.9,NA,0.31,0.43,0.34,0.81,0.16,0.99,0.76
cg00003617,Gene2939,13,23694300,23694300,-,0.79,0.56,NA,0.25,0.12,0.89,NA,0.74,0.19,0.38,0.92,0.59,0.34,0.7,0.71,0.48,0.95,0.62,0.38,0.27,0.85,0.42,0.43,0.97,0.15,0.29,0.04,0.28,0.18,0.2,NA,0.45,0.18,0.24,NA,0.59,0.26,0.79,0.78,0.9,0.75,0.12,0.55,0.47,0.4,0.51,0.97,0.31,0.31,0.5
cg00003618,Gene1435,8,89126667,89126667,+,0.72,0.76,0.26,0.08,0.83,0.76,0.38,0.26,0.36,0.67,0.79,0.81,0.39,0.26,0.18,0.2,0.24,NA,0.72,0.37,0.83,0.07,0.77,0.02,0.6,0.4,0.7,0.44,0.79,0.42,0.25,0.97,NA,0.45,0.3,NA,0.03,0.85,0.47,0.07,0.19,0.44,0.13,0.09,0.14,0.79,0.88,0.11,0.54,0.1
cg00003619,Gene2077,2,72411134,72411134,-,0.23,0.94,0.44,0.93,0.67,0.9,0.8,0.37,0.51,0.69,0.39,0.77,0.87,0.8,0.04,0.53,0.74,0.78,0.07,0.47,0.9,0.99,NA,0.05,0.26,0.26,0.44,0.84,0.55,0.81,1.0,0.06,0.39,0.55,0.79,0.38,0.28,0.49,0.57,0.48,0.1,0.18,0.32,0.41,0.67,0.4,0.68,0.06,0.39,0.73
cg00003620,Gene1136,1,44305290,44305290,-,0.71,NA,0.18,0.08,0.48,0.64,0.97,0.2,0.81,0.55,0.84,0.93,NA,0.45,0.77,0.64,0.19,0.84,0.14,0.28,0.66,0.09,NA,0.38,0.96,NA,0.24,0.98,0.24,0.13,0.96,0.2,0.83,0.87,0.63,0.7,0.97,0.85,0.54,0.52,0.67,0.82,0.38,0.01,0.83,0.11,0.01,0.63,0.69,0.12
cg00003621,Gene3437,4,45840470,45840470,+,0.48,0.26,0.13,NA,0.97,0.91,0.88,0.69,0.66,0.87,0.28,0.71,0.48,0.39,0.84,0.42,0.52,0.44,0.03,0.63,0.24,0.24,0.99,NA,0.23,0.53,0.67,0.12,0.39,0.29,NA,0.98,0.21,0.66,0.62,0.22,0.87,0.86,0.53,0.56,0.28,0.04,0.29,0.09,0.35,0.27,0.93,0.02,0.03,0.99
cg00003622,Gene3168,22,8001096,8001096,+,0.77,0.99,0.42,0.37,0.61,0.95,0.11,0.96,0.21,0.6,0.03,0.92,NA,0.6,0.57,0.26,0.23,0.41,0.62,0.7,0.27,0.79,0.64,0.75,NA,0.66,0.96,NA,NA,0.57,0.93,0.56,0.35,0.74,0.63,0.77,0.75,0.03,0.14,0.77,0.61,0.7,0.34,0.72,NA,0.0,0.74,0.17,0.45,0.22
cg00003623,Gene3973,9,16488839,16488839,-,0.94,0.1,NA,0.46,0.01,0.33,0.0,0.43,0.6,0.65,0.4,0.84,0.56,0.56,0.9,0.35,0.74,0.86,0.63,NA,0.88,0.17,0.24,0.96,NA,0.56,0.5,0.34,0.85,0.06,0.47,0.03,0.15,0.6,0.05,0.83,0.58,0.65,0.67,0.01,0.7,0.24,0.18,0.32,0.44,0.21,0.65,0.78,0.3,0.44
cg00003624,Gene1509,16,11083044,11083044,+,0.3,0.57,0.85,0.8,0.79,0.83,0.39,0.15,0.56,0.24,0.99,0.12,NA,0.92,0.97,0.15,0.55,0.71,0.92,0.65,0.96,0.56,0.84,NA,NA,0.29,NA,0.45,0.91,0.23,0.14,0.79,0.53,0.34,0.99,0.45,NA,0.62,0.54,0.26,0.79,0.11,0.47,0.37,0.06,0.5,0.16,0.06,0.15,0.82
cg00003625,Gene1181,7,80365772,80365772,-,0.57,0.4,0.52,0.7,0.68,0.51,0.08,0.95,0.25,0.48,0.48,0.46,0.96,0.18,0.62,0.22,0.62,0.68,0.37,0.25,0.3,0.51,0.39,0.37,0.21,0.72,0.1,0.38,0.6,0.23,NA,0.15,0.88,0.95,0.6,0.07,0.74,NA,0.38,0.59,0.82,0.07,0.05,0.67,0.14,NA,0.07,0.53,0.63,0.18
cg00003626,Gene4231,1,93484349,93484349,+,0.36,0.01,0.15,0.32,0.01,0.02,0.2,0.52,0.5,0.52,0.98,0.48,0.04,0.41,0.63,NA,0.14,0.49,0.64,0.45,NA,0.95,0.26,0.9,0.18,0.51,0.66,0.14,0.43,0.36,0.24,0.27,0.95,NA,0.63,0.38,0.95,0.41,0.17,0.92,0.72,0.88,0.39,0.58,0.92,0.19,0.29,1.0,0.43,0.67
cg00003627,Gene4591,22,99669079,99669079,+,0.08,0.43,0.31,0.6,0.73,0.73,0.7,NA,0.38,NA,0.74,0.38,0.74,0.5,0.76,0.83,0.96,0.09,0.76,0.62,0.98,0.98,0.3,0.03,0.1,0.94,0.87,0.64,0.5,0.63,0.82,0.06,0.32,0.45,0.46,0.68,0.82,0.25,0.0,0.8,0.24,0.64,0.54,0.95,0.32,0.03,0.15,0.0,0.14,0.28
cg00003628,Gene3476,7,92654358,92654358,-,0.02,0.71,0.69,0.86,0.8,0.19,0.41,0.33,0.83,0.6,0.85,0.65,0.19,0.57,0.54,NA,0.03,0.19,0.44,NA,0.31,0.96,0.11,0.38,0.84,0.47,0.27,0.56,0.65,0.96,0.88,0.16,0.64,0.52,0.36,0.52,0.56,0.75,0.75,0.18,0.13,0.26,0.47,0.1,0.98,0.52,0.37,0.85,0.78,0.36
cg00003629,Gene611,2,69890211,69890211,+,NA,0.52,0.12,0.76,0.65,0.2,NA,0.75,0.19,0.77,0.69,0.07,0.59,0.08,0.85,0.85,0.93,0.04,0.3,0.58,0.73,0.44,0.86,0.44,0.21,0.05,0.27,0.43,0.12,0.86,0.8,0.78,NA,0.33,0.57,0.05,0.57,0.98,0.03,0.04,0.95,0.85,NA,0.6,0.99,0.38,0.97,0.35,0.7,0.46
cg00003630,Gene3318,1,85350321,85350321,+,0.82,0.11,0.98,0.01,0.5,0.47,0.26,0.5,0.81,0.26,0.81,0.9,0.87,0.86,0.1,0.31,0.73,0.27,0.51,0.24,0.18,0.85,0.07,0.64,0.28,0.41,0.46,0.61,0.92,0.22,0.2,0.1,0.73,0.11,0.15,0.54,0.69,0.5,0.52,0.11,0.4,0.53,0.44,0.75,0.78,0.18,0.88,0.97,0.45,0.1
cg00003631,Gene2158,13,87262196,87262196,+,0.3,0.66,0.22,0.27,NA,0.5,0.54,0.51,0.55,0.3,0.94,0.18,0.97,0.42,0.8,0.86,NA,0.48,0.86,0.38,0.11,0.07,0.87,0.5,0.87,0.33,0.27,0.46,0.64,0.2,0.74,0.29,0.65,0.07,0.05,0.19,0.72,0.32,0.03,0.94,0.18,0.97,0.39,0.62,0.39,0.37,0.57,0.08,0.33,0.98
cg00003632,Gene1118,22,22774271,22774271,-,0.59,NA,0.14,0.58,0.96,0.42,0.43,0.87,0.27,0.13,0.74,NA,0.4,0.12,0.83,0.23,0.78,0.04,0.3,0.11,0.97,0.79,0.38,0.31,NA,0.01,0.1,0.92,NA,0.53,0.25,0.44,0.54,0.36,0.45,0.6,NA,0.45,0.37,0.11,0.19,0.77,0.34,0.81,0.84,0.13,0.93,0.52,0.72,0.64
cg00003633,Gene4803,10,60602783,60602783,-,0.91,0.26,0.97,0.88,0.0,0.52,0.11,0.77,0.53,0.91,0.98,0.46,NA,0.36,0.02,0.09,0.42,0.63,0.46,0.08,0.07,0.09,0.66,0.84,0.3,0.29,0.68,0.91,0.11,0.13,0.33,0.64,NA,0.37,NA,0.29,0.01,0.48,0.88,0.82,0.29,0.48,0.64,0.7,0.16,0.15,0.89,NA,0.77,0.03
cg00003634,Gene4022,21,20202072,20202072,-,0.83,0.8,0.5,0.36,0.76,0.46,0.17,0.04,0.31,0.87,0.54,0.16,0.96,0.57,0.19,0.13,0.75,0.79,0.23,NA,0.32,0.56,0.25,0.88,0.67,0.5,0.42,0.87,0.98,0.38,0.03,0.74,0.6,0.52,NA,0.57,0.83,0.79,0.99,0.16,0.37,0.48,0.11,1.0,0.44,0.47,0.16,0.83,0.74,0.09
cg00003635,Gene2796,15,15089817,15089817,+,0.4,0.43,0.44,0.85,0.48,0.39,0.57,0.37,0.64,0.96,0.0,0.92,0.21,0.21,0.25,0.96,0.26,0.11,0.03,NA,0.7,0.39,0.93,0.8,0.07,0.77,0.51,0.31,0.51,0.67,0.08,0.46,0.98,0.56,0.79,0.11,0.68,0.85,0.4,0.01,0.2,0.44,0.06,0.51,0.99,0.77,0.92,0.74,0.91,0.23
cg00003636,Gene4133,19,51338504,51338504,+,0.53,0.71,0.37,0.21,0.48,0.95,0.28,0.6,0.97,0.69,0.8,0.94,0.28,0.08,0.61,0.34,NA,0.78,0.63,0.68,0.39,0.43,0.09,0.03,0.59,0.79,0.26,0.37,0.58,0.58,0.89,0.1,0.63,0.32,0.11,0.78,0.88,0.71,0.19,0.46,0.34,0.12,NA,0.67,0.86,0.95,0.2,0.72,0.93,0.95
cg00003637,Gene233,5,12665871,12665871,+,0.71,0.17,0.51,0.3,0.06,0.39,0.95,0.44,0.85,0.56,0.87,0.15,0.51,0.03,0.45,0.22,0.07,0.77,0.32,0.11,0.05,0.34,0.87,0.34,0.79,0.46,0.4,0.34,NA,0.11,0.77,0.58,0.36,0.38,0.88,0.42,0.01,0.44,0.68,0.73,0.82,0.64,0.96,0.19,0.35,0.28,NA,0.43,0.33,0.63
cg00003638,Gene2484,12,49153181,49153181,+,0.83,0.04,0.87,0.32,0.76,0.85,0.14,0.93,NA,0.94,0.04,0.13,0.67,0.68,0.14,0.66,0.1,0.54,0.46,0.98,0.6,0.81,0.37,0.65,0.21,0.07,0.35,0.86,0.87,0.57,0.08,0.45,0.25,0.66,0.61,0.43,0.35,0.87,0.76,NA,0.72,0.75,0.97,0.37,0.47,0.15,0.58,0.99,0.66,0.25
cg00003639,Gene4970,15,74583858,74583858,+,0.93,0.95,0.66,0.83,0.63,0.08,0.07,0.6,0.33,0.87,0.99,0.22,0.63,0.43,0.71,0.77,0.94,0.37,0.87,0.73,0.62,0.85,0.02,0.19,0.58,0.89,0.02,0.06,0.12,0.68,0.45,0.95,0.11,0.05,0.2,0.29,0.82,0.7,0.14,0.27,0.57,0.42,0.16,0.76,0.89,0.65,NA,0.08,0.12,0.39
cg00003640,Gene1344,18,82367873,82367873,-,0.54,0.77,0.12,0.38,0.13,0.99,0.94,0.68,0.36,0.33,0.49,0.95,0.0,0.38,0.14,0.54,0.75,0.22,0.21,0.39,0.08,0.89,0.57,0.59,NA,0.36,NA,0.71,0.41,0.37,0.68,0.72,0.06,0.56,NA,0.5,0.99,0.54,0.63,0.98,0.07,0.54,0.23,0.55,0.39,0.79,0.02,0.3,0.7,0.23
cg00003641,Gene126,X,31315637,31315637,-,0.19,0.54,0.75,0.98,0.81,0.83,0.37,0.39,0.25,0.33,0.6,0.55,0.14,0.17,0.61,0.17,0.97,0.67,0.47,0.41,0.04,0.11,0.95,0.28,0.8,0.78,NA,0.43,0.65,0.64,0.44,1.0,0.83,0.07,0.68,NA,0.33,NA,0.91,0.5,0.5,0.89,0.06,0.96,0.84,0.55,0.13,0.59,0.99,0.91
cg00003642,Gene715,18,15879731,15879731,+,0.44,0.16,0.23,0.85,0.14,0.28,0.86,0.01,0.75,0.03,NA,0.32,0.98,0.83,0.74,0.56,0.39,0.33,0.89,0.69,0.58,0.39,0.18,0.92,0.08,0.6,0.6,0.86,0.43,0.69,0.19,0.87,0.43,0.43,0.57,0.58,0.27,0.64,0.22,0.76,0.94,0.89,NA,0.35,0.4,NA,0.74,0.8,0.13,0.56
cg00003643,Gene2379,Y,81699862,81699862,-,0.8,0.77,0.74,0.31,0.58,0.96,NA,0.2,0.3,0.97,0.07,0.91,0.27,0.29,0.35,0.59,0.48,0.79,0.05,0.58,0.23,0.76,0.42,0.33,0.37,0.35,0.63,0.92,0.8,0.46,0.35,0.62,0.57,NA,0.58,0.23,0.64,0.22,0.69,0.1,0.78,0.05,0.64,0.01,0.74,0.71,0.16,0.46,NA,0.86
cg00003644,Gene3815,16,49003857,49003857,+,0.37,0.96,0.05,0.88,0.44,0.75,0.83,0.34,0.48,NA,0.69,0.51,1.0,0.73,0.67,0.11,0.39,0.18,0.85,0.67,0.22,0.03,0.53,0.01,0.86,0.66,0.65,0.78,0.91,0.5,0.14,0.91,0.35,0.09,0.81,0.1,0.4,0.29,0.64,0.16,0.43,0.37,0.07,0.04,0.82,0.62,0.99,0.13,0.38,0.82
cg00003645,Gene1545,20,92204656,92204656,-,0.32,0.34,0.76,0.0,0.86,0.38,0.69,0.79,0.94,0.0,0.35,0.08,0.15,0.91,NA,0.64,0.13,0.67,0.73,0.22,0.06,0.82,0.64,0.9,0.84,0.88,0.61,0.7,0.68,0.52,0.1,0.86,0.25,0.55,0.56,0.0,0.71,0.26,0.55,0.29,NA,0.4,0.47,0.45,0.13,0.65,0.16,0.89,0.36,0.38
cg00003646,Gene3368,7,71911412,71911412,+,0.79,0.23,0.06,NA,0.68,0.99,0.15,0.75,0.93,0.82,0.55,0.3,0.44,0.33,0.68,0.89,0.47,NA,0.68,0.12,0.74,0.13,0.28,0.84,0.19,0.24,0.61,0.52,NA,0.14,0.59,NA,0.85,0.82,0.3,0.6,0.16,0.4,0.37,NA,0.65,0.6,0.97,0.18,0.01,0.64,0.32,0.35,0.77,0.97
cg00003647,Gene4896,22,64533807,64533807,-,0.05,0.7,0.84,1.0,0.21,0.12,0.67,0.56,0.35,0.31,0.87,0.39,0.83,0.8,0.17,0.72,0.96,0.07,0.74,0.38,0.86,0.94,0.74,0.98,0.96,0.11,0.13,0.5,0.95,0.83,0.64,0.19,0.46,0.64,0.93,0.87,0.24,0.75,0.53,0.83,0.73,0.83,0.31,0.31,0.15,0.02,0.91,0.67,0.99,NA
cg00003648,Gene2958,9,55435004,55435004,-,0.57,0.97,0.69,0.4,0.05,0.86,0.49,0.96,0.95,0.62,0.19,0.23,0.78,0.78,0.27,0.65,0.32,0.06,0.02,0.04,0.72,0.56,0.34,0.09,NA,0.19,0.55,0.43,0.95,0.72,0.93,0.07,0.21,0.32,0.46,NA,0.63,0.24,0.78,0.33,0.92,0.87,0.89,0.75,0.34,0.39,0.27,0.43,0.52,0.45
cg00003649,Gene3952,4,39512306,39512306,+,0.22,0.09,0.84,0.23,0.32,NA,0.54,0.35,0.67,0.04,0.58,0.84,0.36,0.36,0.12,0.95,0.48,0.72,0.37,0.15,0.51,0.11,0.23,0.47,0.46,0.94,0.53,0.66,0.72,0.56,0.65,0.71,0.77,0.11,0.84,0.72,0.97,0.19,0.97,0.01,0.42,0.57,0.59,0.48,NA,0.05,0.91,0.98,0.71,0.36
cg00003650,Gene1147,16,98118901,98118901,-,0.76,0.74,0.68,0.15,1.0,0.57,NA,0.18,0.35,0.2,0.91,0.48,0.24,0.36,0.81,0.27,0.32,0.84,0.71,0.3,0.76,0.52,0.53,0.26,0.6,0.13,0.07,0.63,0.42,0.9,0.79,0.44,0.33,0.81,0.51,0.14,0.46,0.76,0.31,0.02,0.87,0.83,0.81,0.9,0.32,0.3,0.35,0.31,0.16,0.68
